Country,Year,Literarcy rate,Disease_deaths,Road traffic death rate,Suicide rate,Deaths,ParentLocationCode,Country Code,GDP,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25
Montenegro,2003,97.77346,171,14.2,18.3353,9.3,EUR,MNE,1707.71005314938,0.632356,0.008559,0.042009,0.132761,0.234545
Montenegro,2011,98.44221,145,9.6,17.0195,9.4,EUR,MNE,4544.428421495129,0.631801,0.007821,0.039747,0.120665,0.209773
Montenegro,2015,98.71995,133,8.5,16.3497,10.2,EUR,MNE,4054.73007757718,0.633969,0.007739,0.038542,0.117439,0.203202
Morocco,2004,52.30626,129,23.8,10.214,6.259,EMR,MAR,66114.1454510067,30.033124,0.625367,3.096185,9.511467,15.761203
Morocco,2008,55.14792,81,23.7,9.76,6.018,EMR,MAR,101822.906949063,31.634996,0.651194,3.157346,9.361797,15.718693
Morocco,2009,56.08367,87,23.7,9.66,5.987,EMR,MAR,101154.952240881,32.04288,0.662649,3.196054,9.365368,15.704081
Morocco,2011,67.08416,78,20.9,9.49,5.91,EMR,MAR,110080.631332375,32.903708,0.685961,3.293181,9.441975,15.705711
Morocco,2012,69.42539,75,20.3,9.15,5.86,EMR,MAR,106937.39231112899,33.352166,0.69436,3.345222,9.501277,15.721839
Morocco,2014,75.5862,72,19.8,7.9,5.741,EMR,MAR,119130.841411664,34.24861,0.696978,3.429103,9.637703,15.775829
Morocco,2015,71.71055,70,19.7,7.63,5.705,EMR,MAR,110413.82384159199,34.680456,0.692534,3.447641,9.707059,15.791514
Myanmar,2000,89.94176,245,20.9,5.14,9.995,SEAR,MMR,8905.066163586429,45.53834,0.991506,4.855877,14.485251,23.688282
Myanmar,2014,92.92316,200,19.6,3.41,8.804,SEAR,MMR,65446.1969196813,51.072436,0.906532,4.498184,13.740911,22.90367
Myanmar,2015,93.09005,197,19.7,3.34,8.673,SEAR,MMR,59687.4117688224,51.483956,0.910627,4.486971,13.693292,22.843728
Myanmar,2016,75.5512,195,19.9,3.33,8.753,SEAR,MMR,63216.143490142305,51.89235,0.916933,4.489123,13.644887,22.783724
Namibia,2001,84.94426,454,22.8,26.7353,13.129,AFR,NAM,3557.34121515159,1.856406,0.054507,0.264721,0.770552,1.146239
Namibia,2007,76.48659,409,21.5,23.7422,12.046,AFR,NAM,8839.53647599963,2.011492,0.056342,0.263953,0.77207,1.211586
Namibia,2011,88.27463,310,23.9,16.1368,10.861,AFR,NAM,12523.3594405499,2.132343,0.062965,0.289428,0.785193,1.264675
Namibia,2015,90.8205,296,32.0,16.2875,9.077,AFR,NAM,11335.1610835061,2.282709,0.067269,0.318648,0.8294,1.3187
Nepal,2001,48.60897,234,15.3,10.3906,7.949,SEAR,NPL,6007.05504217687,24.95607,0.71129,3.529683,10.080349,14.958122
Nepal,2011,59.62725,173,16.1,10.7315,6.891,SEAR,NPL,21573.8722738375,27.266398,0.595088,3.012176,9.688353,15.351895
Nepal,2015,64.66364,166,16.3,9.83,7.376,SEAR,NPL,24360.8013376944,27.610328,0.595241,2.939094,9.216522,15.05593
New Zealand,2003,99.0,81,12.2,12.9546,6.95,WPR,NZL,88250.88555026261,4.019944,0.056164,0.2824,0.8892,1.460468
Nicaragua,2000,66.0,197,16.3,6.28,5.547,AMR,NIC,5107.3290070922,5.123223,0.138585,0.6971,2.072323,3.202979
Nicaragua,2001,76.67713,195,16.0,6.21,5.615,AMR,NIC,5323.1465657031495,5.192765,0.137444,0.690895,2.069431,3.209758
Nicaragua,2005,78.00298,179,16.1,6.07,5.614,AMR,NIC,6321.32427914826,5.45468,0.134657,0.672379,2.042687,3.222397
Nicaragua,2015,82.61455,148,16.1,4.47,4.635,AMR,NIC,12756.685522480699,6.29861,0.141287,0.695953,2.022493,3.336038
Niger,2001,14.37604,292,28.1,9.78,16.912,AFR,NER,2448.71470396617,12.031431,0.579933,2.447515,5.701759,7.978833
Niger,2005,28.67242,285,27.5,10.1206,13.922,AFR,NER,4383.31596458718,13.855225,0.651784,2.828661,6.68415,9.244512
Niger,2012,30.56039,264,26.2,10.5799,9.718,AFR,NER,9426.91264759111,17.95441,0.802485,3.624011,8.831884,12.12677
Niger,2015,19.1026,257,26.1,10.3889,8.799,AFR,NER,9683.86792644282,20.128132,0.883787,4.008391,9.891588,13.661369
Nigeria,2003,54.77318,415,28.6,9.16,16.541,AFR,NGA,104738.95426422599,133.11981,5.319786,23.530508,57.969016,84.15533
Nigeria,2006,70.19835,395,26.4,9.16,15.561,AFR,NGA,238454.99716148002,144.32976,5.728011,25.750564,63.315548,90.99685
Nigeria,2008,51.07766,385,25.1,9.14,15.161,AFR,NGA,339476.276257793,152.38251,6.020478,27.201376,67.198104,95.9934
Nigeria,2015,59.56808,355,21.4,7.31,13.803,AFR,NGA,493026.68280063,183.99578,6.806717,31.790446,81.535384,116.09534
Norway,2011,100.0,66,3.5,11.8475,8.4,EUR,NOR,501360.549669404,4.953565,0.061065,0.309831,0.922757,1.571901
Oman,2003,81.36331,148,25.0,6.43,2.959,EMR,OMN,21633.7081924577,2.431603,0.054273,0.276781,0.851774,1.390405
Oman,2008,86.62114,128,35.6,6.32,2.973,EMR,OMN,60905.4525357607,2.651032,0.059221,0.274339,0.779636,1.39461
Oman,2010,86.939,123,27.8,6.1,2.585,EMR,OMN,64993.498049414804,2.881915,0.063883,0.292768,0.775652,1.410578
Oman,2014,91.9812,113,20.9,4.68,2.243,EMR,OMN,92699.0897269181,4.009272,0.076909,0.366265,0.888078,1.525669
Oman,2015,93.03861,70,16.3,4.7,2.205,EMR,OMN,78710.7932379714,4.191784,0.079532,0.385124,0.933387,1.559118
Pakistan,2005,49.87364,200,14.4,10.9706,8.402,EMR,PAK,145208.562960767,174.3721,5.400739,25.848216,71.65812,107.28134
Pakistan,2006,54.15121,180,14.1,11.0039,7.831,EMR,PAK,161871.38550635998,178.06998,5.4284,26.044248,72.47264,109.19336
Pakistan,2007,52.13683,178,14.1,10.7349,7.798,EMR,PAK,184140.86999746,181.92453,5.527354,26.266476,73.32527,111.10922
Pakistan,2008,55.52637,177,14.2,10.5367,7.733,EMR,PAK,202203.748583854,185.93195,5.648359,26.571604,74.26071,113.04718
Pakistan,2009,54.89264,177,14.5,10.3004,7.703,EMR,PAK,187337.783856466,190.12323,5.743111,26.95774,75.25656,115.02429
Pakistan,2010,55.37519,175,14.7,10.1605,7.599,EMR,PAK,196709.621849586,194.4545,5.854949,27.433242,76.30674,117.041576
Pakistan,2011,54.73802,171,14.8,10.0153,7.524,EMR,PAK,230586.581059665,198.60274,5.95883,27.967126,77.37779,118.94296
Pakistan,2012,56.76434,170,13.8,9.97,7.479,EMR,PAK,250106.966104704,202.20586,6.033099,28.4523,78.41042,120.55928
Pakistan,2013,55.59499,168,13.7,9.98,7.333,EMR,PAK,258657.231672412,205.33755,6.072564,28.843156,79.38517,121.92562
Pakistan,2014,56.97715,167,13.5,9.96,7.274,EMR,PAK,271390.474857632,208.25163,6.055646,29.129564,80.2682,123.13657
Pakistan,2015,56.44031,166,13.5,9.96,7.097,EMR,PAK,299963.590534773,210.9693,6.001057,29.279792,81.06765,124.22386
Panama,2000,91.89962,152,15.4,5.9,4.768,AMR,PAN,12304.115,3.001738,0.069067,0.337598,0.970575,1.539188
Panama,2010,94.09412,153,13.2,4.33,4.755,AMR,PAN,29440.2876,3.623622,0.075308,0.369057,1.057788,1.692877
Panama,2015,95.03823,146,14.2,2.95,4.875,AMR,PAN,54091.8,3.957102,0.078552,0.388538,1.109787,1.771533
Papua New Guinea,2000,57.34326,276,17.4,2.83,7.471,WPR,PNG,3521.33969907407,5.5083,0.177649,0.830622,2.222298,3.329282
Papua New Guinea,2010,61.6,235,17.1,3.29,7.134,WPR,PNG,14250.7866747766,7.583269,0.22,1.053277,2.871903,4.409078
Papua New Guinea,2014,63.09609,228,14.3,3.62,6.734,WPR,PNG,23210.823987308,8.464159,0.233099,1.126173,3.11685,4.806358
Papua New Guinea,2015,63.43349,226,14.1,3.65,6.585,WPR,PNG,21723.4370100982,8.682172,0.235461,1.141545,3.172037,4.897472
Paraguay,2007,94.55822,159,17.2,4.16,5.545,AMR,PRY,17856.3932354338,5.590148,0.128838,0.63796,1.944146,3.112265
Paraguay,2008,93.29208,157,22.6,3.93,5.529,AMR,PRY,24615.2676635456,5.645155,0.128655,0.635168,1.92827,3.10845
Paraguay,2009,93.75424,154,23.6,4.74,5.525,AMR,PRY,22355.151161994,5.702579,0.128506,0.633637,1.913352,3.103809
Paraguay,2010,93.87092,152,24.9,3.82,5.517,AMR,PRY,27260.886405226298,5.768618,0.12824899,0.633328,1.901292,3.102224
Paraguay,2012,94.19747,149,22.9,4.7,5.464,AMR,PRY,33271.921136314995,5.923327,0.128315,0.63463,1.885564,3.10725
Paraguay,2013,95.05904,148,23.2,5.07,5.436,AMR,PRY,38501.1221414241,6.005656,0.12993601,0.636876,1.881463,3.110513
Paraguay,2014,95.03481,147,21.8,5.95,5.481,AMR,PRY,40377.9292956419,6.090727,0.132828,0.641731,1.881345,3.115116
Paraguay,2015,95.55484,146,22.0,5.85,5.446,AMR,PRY,36211.4478400971,6.177954,0.135324,0.64905,1.884941,3.120786
Paraguay,2016,94.65024,146,22.6,5.64,5.398,AMR,PRY,36089.7002229461,6.266623,0.136897,0.657943,1.891648,3.126616
Peru,2004,87.66985,145,15.4,3.06,5.838,AMR,PER,66768.7034975687,27.893914,0.60599,3.009501,9.020681,14.55236
Peru,2005,87.90867,143,15.9,2.96,5.98,AMR,PER,76060.6060606061,28.14726,0.61426,3.006769,8.964036,14.509175
Peru,2006,88.69934,141,16.6,2.89,6.177,AMR,PER,88643.193061748,28.38108,0.620279,3.01661,8.910365,14.459773
Peru,2007,89.59081,139,16.6,2.82,6.416,AMR,PER,102170.981144136,28.60038,0.621531,3.035207,8.860567,14.405569
Peru,2012,93.84173,129,14.6,3.32,6.791,AMR,PER,192650.021648583,29.749592,0.599408,3.029095,8.693861,14.003251
Peru,2014,93.70795,157,13.6,2.98,6.612,AMR,PER,200786.250582943,30.353956,0.581476,2.972408,8.703936,13.958528
Peru,2015,94.16234,155,13.9,2.77,6.438,AMR,PER,189802.976285619,30.711864,0.574451,2.93871,8.723759,13.984959
Peru,2016,94.17367,154,13.9,2.66,6.318,AMR,PER,191898.104390379,31.132776,0.570381,2.90602,8.763515,14.060754
Philippines,2000,92.60006,213,9.8,2.26,5.729,WPR,PHL,83669.7882547279,77.95822,2.174617,10.523102,29.385304,44.649416
Philippines,2003,92.59069,212,10.1,2.27,5.576,WPR,PHL,87039.0929742272,82.94284,2.236863,10.863565,30.723856,46.750788
Philippines,2008,95.4201,207,10.0,2.36,5.559,WPR,PHL,181624.62632736098,91.25233,2.3425,11.297685,32.272702,49.83451
Philippines,2013,96.398,199,10.6,2.88,5.756,WPR,PHL,283902.82858165004,99.70011,2.357745,11.599809,33.322082,52.483644
Philippines,2015,98.18255,195,12.5,2.71,5.736,WPR,PHL,306445.87124671804,103.03136,2.340903,11.591459,33.625496,53.372656
Portugal,2011,94.47705,49,10.8,7.94,9.7,EUR,PRT,245117.990242248,10.56482,0.098097,0.494746,1.58401,2.729301
Portugal,2015,95.42811,44,8.3,8.31,10.5,EUR,PRT,199394.06652544,10.365436,0.083897,0.443084,1.475522,2.581015
Qatar,2004,88.96239,69,29.5,6.63,2.077,EMR,QAT,31734.0659340659,0.777951,0.012757,0.061477,0.173704,0.282052
Qatar,2007,93.08255,66,23.8,7.15,1.673,EMR,QAT,79712.08791208791,1.231904,0.015367,0.071164,0.192329,0.410351
Qatar,2008,93.98973,65,22.8,6.78,1.517,EMR,QAT,115270.05494505499,1.444287,0.016579,0.078816,0.210279,0.469219
Qatar,2009,94.72429,65,18.1,6.73,1.38,EMR,QAT,97798.3516483516,1.610281,0.017684,0.08491,0.224329,0.499434
Qatar,2010,96.28374,65,15.9,6.39,1.263,EMR,QAT,125122.306346154,1.713512,0.019067,0.090847,0.236757,0.506068
Qatar,2011,96.40687,65,13.3,6.24,1.188,EMR,QAT,167775.268626374,1.804175,0.02087,0.098926,0.255484,0.531947
Qatar,2012,96.67859,65,12.7,5.83,1.156,EMR,QAT,186833.502362637,1.90567,0.022213,0.107155,0.276626,0.567035
Qatar,2013,97.47785,65,14.2,5.3,1.136,EMR,QAT,198727.642967033,2.035509,0.023104,0.113771,0.298867,0.604894
Qatar,2014,97.74669,64,13.4,5.02,1.102,EMR,QAT,206224.598571429,2.214471,0.023782,0.120336,0.318813,0.647116
Qatar,2015,97.75709,63,11.1,4.85,1.032,EMR,QAT,161739.955576923,2.41458,0.024634,0.128079,0.335584,0.682848
Romania,2002,97.29759,178,11.6,12.3193,12.4,EUR,ROU,46065.5027025817,21.65353,0.21377,1.107144,3.779259,7.170271
Romania,2011,98.60429,199,10.4,9.86,12.5,EUR,ROU,192613.579705885,20.220286,0.205737,1.063008,3.20586,5.743955
Romania,2015,98.75703,191,10.0,9.06,13.2,EUR,ROU,177883.883008747,19.906078,0.20443,1.009332,3.129109,5.330112
Rwanda,2000,64.8886,451,38.0,25.5557,15.774,AFR,RWA,2068.95525283541,8.109994,0.306508,1.342824,3.737606,5.573494
Rwanda,2010,65.85227,239,34.0,11.5024,8.068,AFR,RWA,6125.21648226839,10.309032,0.341101,1.648806,4.347825,6.513996
Rwanda,2012,68.33103,219,34.2,10.5559,7.604,AFR,RWA,7655.46558974669,10.840331,0.342064,1.662339,4.524767,6.737393
Rwanda,2014,70.80413,207,29.9,10.0719,6.953,AFR,RWA,8239.7663200954,11.36845,0.35125,1.691056,4.707397,6.978484
Rwanda,2015,71.2435,203,30.2,9.89,6.724,AFR,RWA,8544.62175679813,11.642963,0.356885,1.712611,4.793717,7.106318
Samoa,2004,98.54048,161,15.1,15.1386,5.088,WPR,WSM,407.747565096959,0.188083,0.005489,0.027004,0.076832,0.109829
Samoa,2011,98.97326,158,12.8,14.7903,5.308,WPR,WSM,744.0970501691149,0.196364,0.005875,0.027875,0.076268,0.112924
Samoa,2015,99.01501,140,11.4,14.9413,5.281,WPR,WSM,824.1504986535359,0.203586,0.005942,0.029445,0.078129,0.116406
Saudi Arabia,2000,79.35094,126,17.1,3.84,3.482,EMR,SAU,189514.91022266698,21.547398,0.578295,2.852517,7.736252,12.151657
Saudi Arabia,2004,82.85774,115,23.0,3.91,2.966,EMR,SAU,258742.263029008,23.661804,0.558643,2.838403,8.194822,12.297637
Saudi Arabia,2013,94.42634,81,26.3,6.31,2.443,EMR,SAU,753864.543430248,31.482502,0.648103,3.177823,8.886589,14.08851
Saudi Arabia,2015,94.84237,90,26.2,5.95,2.542,EMR,SAU,669484.381328891,32.749838,0.638402,3.213937,9.011699,14.113256
Senegal,2002,39.27525,251,24.7,13.7296,10.423,AFR,SEN,7006.40231975856,10.180944,0.371214,1.698166,4.452204,6.608684
Senegal,2006,41.89115,240,25.3,13.0258,8.577,AFR,SEN,11697.9182430035,11.263389,0.411375,1.885734,4.872203,7.232621
Senegal,2009,48.03678,215,25.5,12.3892,7.514,AFR,SEN,16145.8674949405,12.195028,0.441375,2.050489,5.266801,7.766352
Senegal,2011,51.81455,204,25.7,12.1244,6.894,AFR,SEN,17814.2836393119,12.875878,0.462639,2.162172,5.567743,8.155702
Senegal,2013,43.5345,196,24.6,12.1181,6.503,AFR,SEN,18918.6677248817,13.595571,0.48187,2.270188,5.883091,8.569172
Senegal,2015,55.62485,189,24.1,11.8126,6.109,AFR,SEN,17774.7666961759,14.356191,0.493716,2.363626,6.192789,9.002449
Seychelles,2002,91.83646,185,19.0,8.84,7.7,AFR,SYC,742.13483750919,0.082448,0.001419,0.007126,0.022791,0.037876
Seychelles,2010,93.95423,251,14.2,7.42,7.4,AFR,SYC,981.917973654922,0.092424,0.001631,0.00807,0.022427,0.038006
Seychelles,2015,95.32108,236,13.7,7.65,7.5,AFR,SYC,1391.42796733495,0.09926,0.001646,0.00834,0.023153,0.038542
Sierra Leone,2004,34.82679,496,31.2,10.9578,17.491,AFR,SLE,1430.21708066487,5.533329,0.213429,0.964453,2.429864,3.493059
Sierra Leone,2013,32.42617,393,28.4,11.3464,11.372,AFR,SLE,4920.34331687093,6.964867,0.237734,1.110319,2.960645,4.336691
Sierra Leone,2014,47.18624,446,28.7,10.9548,11.219,AFR,SLE,5015.1807253416,7.1407,0.23763,1.1211,3.012207,4.430853
Sierra Leone,2015,48.4319,404,30.4,10.5273,10.712,AFR,SLE,4252.02935382191,7.314779,0.2375,1.128874,3.058626,4.521217
