,Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Literarcy rate,Disease_deaths,Road traffic death rate,Suicide rate,Deaths,ParentLocationCode,Country Code,GDP,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25
0,Albania,2001,0.194812083,0.698911545,0.134932482,3.364823706,0.492592205,2.201978816,1.659039977,98.71298,125,14.5,4.74,5.872,EUR,ALB,3922.1007935403,3.153615,0.051341,0.272195,0.909758,1.453973
1,Albania,2008,0.198306001,0.702399738,0.154944758,3.390168134,0.497332176,2.210642298,1.798549827,95.93864,131,14.5,8.09,6.57,EUR,ALB,12881.3528936855,2.95169,0.035026,0.183431,0.669407,1.210899
2,Albania,2011,0.199587904,0.703313274,0.162419643,3.391181075,0.502702838,2.202290732,1.843255556,96.8453,134,14.3,7.63,7.238,EUR,ALB,12890.760315146,2.90066,0.034353,0.168604,0.587289,1.118666
3,Albania,2012,0.199863102,0.703539474,0.165446093,3.390806718,0.505621101,2.202191807,1.847374755,97.24697,130,13.8,4.82,7.573,EUR,ALB,12319.834195331,2.892191,0.034584,0.167755,0.567336,1.092508
4,Albania,2015,0.200629842,0.704160792,0.171094897,3.388212385,0.513158142,2.204454204,1.850251797,97.5539,66,13.8,4.23,7.947,EUR,ALB,11386.8531130189,2.882482,0.033567,0.167618,0.523652,1.019225
5,Algeria,2002,0.193913562,0.807496907,0.187401094,4.991301114,1.526995247,3.659018145,0.64858447,69.8735,135,22.8,4.43,4.932,AFR,DZA,56760.355865008205,31.6247,0.593676,2.925094,10.018934,17.336968
6,Algeria,2006,0.195830458,0.811975156,0.196273134,5.024179137,1.569557832,3.650925963,0.652640463,72.64868,115,22.2,3.65,4.947,AFR,DZA,117027.280155386,33.435082,0.696782,3.176888,9.573292,17.065016
7,Algeria,2008,0.196505312,0.813799424,0.200466795,5.033205636,1.626479023,3.62568648,0.658998268,75.13605,121,22.4,3.31,4.91,AFR,DZA,171000.699876747,34.56959,0.77241,3.480675,9.622867,17.042392
8,Algeria,2015,0.197727657,0.817862336,0.211434171,5.058397773,1.709813861,3.636961843,0.665817197,79.6084,85,21.2,2.72,4.437,AFR,DZA,165979.224866131,39.543148,0.97597,4.623426,11.468788,17.929854
9,Angola,2001,0.164860598,0.618220191,0.131596635,3.243619331,0.511646246,4.199635841,1.417396666,67.40542,372,25.2,17.4593,17.789,AFR,AGO,8936.079251420932,16.941584,0.72708,3.157953,7.845165,11.06629
10,Angola,2014,0.171928184,0.623582668,0.167412066,3.289271299,0.510054225,4.156467677,1.385028977,66.03011,244,23.2,13.1431,9.181,AFR,AGO,135966.80215654202,27.12834,1.091597,5.011272,12.415058,17.528132
11,Angola,2015,0.172277323,0.623747582,0.169553528,3.291955145,0.513006224,4.158483796,1.383269465,71.16416,240,23.6,13.2696,8.826,AFR,AGO,90496.420626179,28.127724,1.117282,5.158468,12.871117,18.146508
12,Antigua and Barbuda,2001,0.204370648,0.924483457,0.329070829,4.64138449,0.777721988,2.571886039,2.075933085,98.95,154,13.0,1.88,6.305,AMR,ATG,800.481481481481,0.076227,0.001418,0.007027,0.021022,0.033606
13,Antigua and Barbuda,2014,0.206399078,0.925441037,0.350603312,4.614067553,0.786771346,2.539623036,2.134395938,98.95,127,0.6,0.438,5.544,AMR,ATG,1378.82962962963,0.089252,0.001097,0.006014,0.019326,0.03386
14,Argentina,2001,0.196426581,0.764884568,0.365303888,6.225155283,0.908681379,3.658839104,2.264304235,97.19331,181,11.6,10.3074,7.549,AMR,ARG,268696.75,37.480492,0.70347,3.514878,10.480856,16.990728
15,Argentina,2014,0.197891957,0.772175463,0.394866556,6.276019871,0.979328607,3.654178219,1.823080077,98.03402,145,13.4,9.16,7.447,AMR,ARG,526319.673731638,42.824064,0.740933,3.654962,10.659314,17.667904
16,Argentina,2015,0.197978011,0.772567541,0.397997794,6.278538229,0.987998389,3.657683138,1.822172282,98.08997,145,13.9,8.1,7.543,AMR,ARG,594749.285413212,43.257064,0.742635,3.676189,10.697132,17.72372
17,Australia,2003,0.366273758,1.148157915,0.850375777,6.578489132,2.215742305,4.892316839,1.486346876,99.0,69,8.5,9.61,6.6,WPR,AUS,467739.079790332,19.699004,0.249525,1.268807,3.968854,6.678111
18,Austria,2011,0.256221453,0.939936204,0.669634515,5.35175982,0.913810896,3.284904536,1.950263399,98.0,72,6.4,12.2841,9.1,EUR,AUT,431685.217367511,8.391201,0.077886,0.393455,1.229284,2.247355
19,Bangladesh,2001,0.250773494,0.579917468,0.108645468,4.196491943,0.497556483,4.232661102,1.350383613,47.4855,168,12.0,6.45,6.75,SEAR,BGD,53991.28984432911,131.67049,3.576976,17.11206,48.483068,76.20219
20,Bangladesh,2007,0.250968024,0.58160019,0.115688429,4.248703892,0.497624312,4.226987629,1.389281925,46.6636,150,16.9,5.48,6.793,SEAR,BGD,79611.88821314799,144.13594,3.357599,17.05334,49.79276,79.116456
21,Bangladesh,2011,0.251094274,0.582140858,0.12368088,4.254231609,0.500640525,4.221367149,1.43702919,58.76918,141,16.8,4.34,6.112,SEAR,BGD,128637.983882833,150.211,3.031713,15.746514,49.300536,79.10817
22,Bangladesh,2012,0.251231434,0.582322163,0.125936907,4.259426788,0.502252618,4.213672385,1.443101051,57.86075,140,15.9,4.0,5.868,SEAR,BGD,133355.820262925,152.09066,2.981026,15.405788,48.966076,79.098856
23,Bangladesh,2013,0.2514178,0.582513586,0.128099006,4.264447361,0.504134554,4.199102975,1.44870089,61.01554,138,15.9,3.8,5.975,SEAR,BGD,149990.52983678,154.03014,2.973001,15.119184,48.56887,79.07874
24,Bangladesh,2014,0.251651243,0.582720348,0.13046178,4.269459121,0.505449703,4.182412745,1.453608476,61.0933,136,15.9,3.73,5.891,SEAR,BGD,172885.43268694502,155.96131,2.970305,14.908091,48.14348,79.01216
25,Bangladesh,2015,0.251929182,0.58294185,0.132743895,4.274400073,0.508197883,4.160872547,1.457625926,65.13733,133,15.8,3.64,5.776,SEAR,BGD,195078.573252202,157.83,2.953299,14.761756,47.66662,78.86234
26,Bangladesh,2016,0.252249392,0.583180865,0.135428736,4.279267573,0.510254332,4.136922627,1.460576368,72.75872,130,15.8,3.6,5.632,SEAR,BGD,265236.390328627,159.78458,2.951693,14.694691,47.168636,78.73697
27,Barbados,2002,0.2300322,0.918272092,0.321795595,4.662002478,0.850211189,2.716530894,1.5772734,99.7,157,11.3,0.291,9.296,AMR,BRB,3106.5,0.266467,0.00367,0.018621,0.057178,0.095815
28,Belgium,2003,0.259752231,0.956505003,0.564025848,5.235411799,0.849209103,3.900359671,1.473648534,99.0,65,12.0,17.8873,10.3,EUR,BEL,318082.528506588,10.40255,0.113561,0.577585,1.807364,3.066651
29,Belize,2001,0.193470019,0.876337773,0.23886062,4.5246383,0.850902853,2.830408589,1.731999233,80.9,203,37.5,8.19,5.936,AMR,BLZ,1168.12797394349,0.248109,0.007231,0.034997,0.097968,0.148452
30,Belize,2015,0.194729873,0.880892942,0.257195298,4.562088398,0.832549768,2.837546417,1.77152365,82.77682,182,25.5,6.87,4.7,AMR,BLZ,2194.70930924204,0.359884,0.007708,0.037541,0.114345,0.188185
31,Benin,2002,0.167574783,0.636763708,0.111337802,2.902343694,0.472666422,3.6035965,0.987261575,34.65785,284,28.7,14.8633,11.77,AFR,BEN,4194.3426862178,7.431787,0.284798,1.297654,3.334339,4.780549
32,Benin,2006,0.168477738,0.637459484,0.114168095,2.900773756,0.482757349,3.617414029,0.988204325,28.70211,282,28.1,14.5722,11.128,AFR,BEN,7034.11131488812,8.402635,0.319899,1.453731,3.721627,5.377203
33,Benin,2012,0.169576759,0.638943099,0.11649624,2.899007741,0.493308391,3.624007716,0.990418166,32.94882,252,27.4,13.9407,10.224,AFR,BEN,11141.3581158991,10.014087,0.366901,1.68933,4.347083,6.328043
34,Benin,2015,0.170013406,0.639663561,0.11882072,2.901890995,0.499514486,3.627308436,0.989686813,38.44714,246,27.3,13.3759,9.857,AFR,BEN,11388.1609971089,10.932791,0.400836,1.836009,4.718567,6.866494
35,Bhutan,2005,0.26208473,0.588900925,0.142462923,3.76044214,0.501488004,3.455094049,2.233123462,52.81469,254,13.4,5.99,7.473,SEAR,BTN,796.938571960642,0.663332,0.013942,0.067946,0.220608,0.37201
36,Bhutan,2012,0.265831133,0.593621189,0.160716167,3.787863261,0.523479038,3.404534387,2.326327787,55.31756,222,15.3,5.22,6.689,SEAR,BTN,1781.28018155431,0.721154,0.012975,0.064905,0.205525,0.365677
37,Bhutan,2015,0.267006219,0.595128691,0.167915448,3.796971233,0.530377089,3.420514672,2.356852905,63.90682,211,15.1,5.16,6.759,SEAR,BTN,2003.59683878013,0.743284,0.011851,0.062806,0.200882,0.356359
38,Bosnia and Herzegovina,2000,0.194910082,0.712181245,0.131280488,3.379290363,0.402654175,2.587121819,2.766237203,96.6631,170,19.0,8.13,8.358,EUR,BIH,5567.77276881188,4.179355,0.042791,0.233147,0.820171,1.548063
39,Bosnia and Herzegovina,2011,0.199507881,0.716609893,0.16395437,3.400251535,0.431849857,2.344023171,2.851393402,98.14204,133,14.9,8.35,9.851,EUR,BIH,18644.2335371093,3.743143,0.035474,0.182421,0.592031,1.097149
40,Bosnia and Herzegovina,2013,0.199912238,0.717111242,0.167328263,3.400928868,0.43372737,2.329689462,2.848304336,96.99177,65,15.4,8.23,11.055,EUR,BIH,18179.1085305261,3.617564,0.033659,0.177594,0.557359,1.038171
41,Bosnia and Herzegovina,2014,0.200120865,0.717380448,0.168589455,3.401301277,0.433845618,2.32541468,2.845401069,98.37765,65,15.5,8.2,12.276,EUR,BIH,18558.7335644692,3.57107,0.032405998,0.173956,0.54316,1.008051
42,Bosnia and Herzegovina,2015,0.200321979,0.71764065,0.169896733,3.401637737,0.433850874,2.321621667,2.841229911,98.48576,64,15.8,8.33,12.011,EUR,BIH,16404.3488714437,3.524328,0.031761,0.170036,0.531981,0.979467
43,Botswana,2003,0.176549049,0.634046649,0.198964443,3.492458587,0.694838867,4.054905318,1.59114669,81.18871,641,31.7,40.3419,13.409,AFR,BWA,7511.58217337724,1.826866,0.049101,0.234396,0.682041,1.105489
44,Botswana,2013,0.180136298,0.637560222,0.217750666,3.500176611,0.741731075,4.002400967,1.625042466,86.82318,291,20.9,27.7511,8.157,AFR,BWA,14271.7389332042,2.217285,0.057983,0.280084,0.764735,1.208823
45,Botswana,2014,0.180555758,0.637921343,0.220570065,3.501512452,0.7458399,3.99397263,1.624077487,87.70751,277,24.2,25.3485,7.927,AFR,BWA,15470.0885007414,2.260383,0.058419,0.283132,0.777174,1.220505
46,Botswana,2015,0.180995838,0.638261581,0.223224653,3.502876423,0.748598365,3.986479871,1.622029935,88.22441,263,24.8,24.5486,7.435,AFR,BWA,13530.748844504998,2.305177,0.058798,0.285833,0.789205,1.233157
47,Brazil,2000,0.202348,1.100882037,0.245153273,6.125478613,0.962272824,4.097776146,2.700238347,86.36788,184,19.7,4.47,6.399,AMR,BRA,655448.231983527,175.87371,3.425032,17.313344,52.47019,86.90776
48,Brazil,2004,0.202716484,1.102166901,0.248581214,6.367079338,0.976691274,4.102728873,2.690265346,88.61624,169,22.2,4.73,6.258,AMR,BRA,669289.424806307,184.72205,3.189617,16.457217,51.052132,86.60955
49,Brazil,2006,0.203019718,1.102972735,0.251311212,6.392372494,0.98606339,4.027395017,2.691150547,89.61523,160,21.8,4.9,6.123,AMR,BRA,1107626.54171074,188.82069,3.149597,16.003825,50.322184,85.83167
50,Brazil,2007,0.203373136,1.103756467,0.25408077,6.395706133,0.997876864,3.89557776,2.696484519,90.00937,158,22.5,5.05,6.119,AMR,BRA,1397114.48647138,190.77946,3.096576,15.79342,49.942932,85.300136
51,Brazil,2008,0.203790466,1.104678758,0.257158087,6.397379792,1.011868233,3.735730072,2.702301922,90.03662,157,22.6,5.22,6.106,AMR,BRA,1695855.08355205,192.67232,3.045555,15.611818,49.52844,84.690184
52,Brazil,2009,0.204172002,1.105516787,0.260295692,6.396335726,1.024538056,3.588453596,2.70694084,90.29821,156,22.2,5.19,6.155,AMR,BRA,1666996.43868146,194.51755,3.015724,15.441728,49.077876,84.041736
53,Brazil,2010,0.204423212,1.106080315,0.262812324,6.39171076,1.032366829,3.497158735,2.708814357,90.37918,154,24.3,5.0,6.199,AMR,BRA,2208837.74521423,196.3535,3.003747,15.266771,48.60684,83.39843
54,Brazil,2011,0.204577662,1.106378257,0.26497534,6.377567342,1.036563897,3.449546991,2.708269794,91.41124,153,24.5,5.19,6.283,AMR,BRA,2616156.2239774703,198.1853,2.994666,15.116511,48.12383,82.77779
55,Brazil,2012,0.204739862,1.106618192,0.267234125,6.350156995,1.040600438,3.40806811,2.70670727,91.33785,203,24.8,5.29,6.34,AMR,BRA,2465227.8030115697,199.97771,2.96948,14.993664,47.62125,82.15718
56,Brazil,2013,0.204906814,1.106805279,0.269345638,6.311100044,1.04511949,3.37192561,2.704130271,91.48424,200,23.1,5.41,6.31,AMR,BRA,2472819.53574273,201.72178,2.936032,14.887399,47.08803,81.529976
57,Brazil,2014,0.205072626,1.106927943,0.271347561,6.261913454,1.049781494,3.342010969,2.700511101,91.72943,196,23.6,5.4,6.272,AMR,BRA,2456043.72719885,203.45965,2.944284,14.817687,46.588376,80.93904
58,Brazil,2015,0.205234704,1.10698786,0.273366095,6.204157856,1.054041109,3.319423051,2.695874807,92.0479,196,20.8,5.6,6.433,AMR,BRA,1802212.20690468,205.18821,2.974118,14.788353,46.162724,80.401576
59,Brazil,2016,0.205391074,1.106987934,0.275301335,6.139400567,1.058309969,3.304642844,2.690277078,92.80844,194,19.9,5.67,6.538,AMR,BRA,1795693.48265252,206.85958,2.927802,14.722813,45.73996,79.86041
60,Bulgaria,2001,0.196385969,0.62699768,0.164235519,3.571081366,0.640745747,2.709693923,1.774640613,98.20356,223,13.2,13.158,14.0,EUR,BGR,14183.4460257389,8.034863,0.068958,0.337033,1.222013,2.357263
61,Bulgaria,2011,0.200470097,0.629481244,0.190407424,3.587989127,0.680423493,2.54570943,1.838541007,98.35245,194,9.2,7.9,14.7,EUR,BGR,57737.040780015705,7.543128,0.074635,0.39282,1.046043,1.915982
62,Bulgaria,2015,0.201824375,0.630306333,0.19861612,3.587230651,0.696689861,2.539862375,1.832052806,98.38858,185,10.1,6.77,15.3,EUR,BGR,50811.9956886771,7.309255,0.067113,0.349979,1.031391,1.735633
63,Burkina Faso,2003,0.1611584,0.618991932,0.100334933,2.893684677,0.412229465,3.601227378,0.979403967,21.82292,330,28.4,15.7815,14.435,AFR,BFA,4740.7681426749405,13.0306,0.535605,2.372392,5.97028,8.665393
64,Burkina Faso,2005,0.16168709,0.619354355,0.102201331,2.893440996,0.41514972,3.618281869,0.980768465,23.5222,314,29.2,15.8658,13.499,AFR,BFA,6146.35317334929,13.876134,0.568646,2.518882,6.310707,9.174539
65,Burkina Faso,2006,0.161861924,0.619442235,0.102841942,2.892767924,0.416284459,3.616076645,0.981729757,22.47258,303,29.4,15.9392,13.065,AFR,BFA,6547.41982038113,14.316247,0.588653,2.602489,6.499771,9.441029
66,Burkina Faso,2007,0.162077734,0.619499771,0.103637092,2.891343795,0.417229702,3.611448567,0.983172323,28.29366,294,29.6,15.8893,12.633,AFR,BFA,7625.72283676847,14.757072,0.607602,2.692815,6.700249,9.712477
67,Burkina Faso,2014,0.163652252,0.620583184,0.109382653,2.892100126,0.432363374,3.629191588,0.994058432,34.5994,264,30.2,15.6562,9.96,AFR,BFA,13943.0160767436,18.169844,0.705383,3.277683,8.293005,11.832264
68,Burkina Faso,2015,0.163992185,0.621010798,0.111105079,2.89429882,0.435488854,3.648042211,0.996358011,37.7467,260,30.4,15.4435,9.634,AFR,BFA,11832.1593156298,18.718022,0.713102,3.341603,8.526725,12.167786
69,Burundi,2000,0.152424226,0.607837196,0.088553251,3.599568217,0.492693901,4.083254499,1.606797953,59.30362,370,30.3,23.428,15.907,AFR,BDI,870.486065883137,6.307665,0.246781,1.125067,3.040201,4.419916
70,Burundi,2008,0.152812816,0.610069606,0.086816006,3.568722704,0.487983174,3.804522327,1.578751525,48.08406,340,33.0,15.6584,11.316,AFR,BDI,1611.8358570458802,8.278112,0.357958,1.58442,3.729242,5.564538
71,Burundi,2014,0.153514115,0.611737565,0.088637146,3.569746569,0.4948397,3.727606955,1.578070581,61.51349,300,33.6,13.139,8.798,AFR,BDI,2705.78332980483,10.49492,0.424933,2.02353,4.845018,6.80445
72,Burundi,2015,0.153771833,0.612157078,0.089309162,3.574121151,0.496274728,3.723270806,1.575592893,85.49609,296,34.4,12.7543,8.553,AFR,BDI,3104.00354626497,10.727153,0.42732,2.051917,5.020548,6.960423
73,Cambodia,2004,0.19833375,0.507191137,0.086746822,3.287345282,0.54072302,3.15933493,0.811468205,73.60995,262,17.6,6.6,7.273,WPR,KHM,5337.833248014341,13.016377,0.31639,1.542412,4.741686,7.631375
74,Cambodia,2008,0.201394963,0.50796105,0.093568687,3.286936743,0.54606798,3.130472072,0.822863432,76.87129,211,17.7,6.65,6.418,WPR,KHM,10351.9141774839,13.943897,0.329293,1.588346,4.635173,7.801073
75,Cambodia,2009,0.202132668,0.508095005,0.095379341,3.286639935,0.547151257,3.124682942,0.826915219,76.13796,203,17.9,6.39,6.127,WPR,KHM,10401.8517677083,14.155742,0.329863,1.60253,4.615105,7.787602
76,Cambodia,2014,0.205779407,0.509014295,0.103740851,3.286749758,0.56061727,3.103511421,0.837808357,78.05509,178,17.3,5.8,5.756,WPR,KHM,16702.6108423529,15.210817,0.337637,1.652055,4.732419,7.680385
77,Cambodia,2015,0.206595594,0.509290615,0.105161731,3.287511174,0.564367235,3.100647946,0.839945251,80.52649,174,17.4,5.75,5.81,WPR,KHM,18049.954289472094,15.417527,0.337529,1.660203,4.762926,7.662736
78,Cameroon,2000,0.167046221,0.621492117,0.124495351,2.890473341,0.551934318,3.710261441,1.030574563,68.40916,412,27.4,19.124,13.426,AFR,CMR,10566.5792949831,15.091598,0.574821,2.587831,6.827762,9.884192
79,Cameroon,2007,0.168348068,0.623270489,0.12690253,2.88919189,0.571613488,3.737618891,1.030034345,70.67994,376,28.1,20.3976,11.886,AFR,CMR,23928.2504330378,18.251868,0.695963,3.155265,8.04575,11.839603
80,Cameroon,2010,0.169028309,0.625911706,0.128149085,2.896162378,0.574610681,3.750747257,1.032367887,71.29051,355,28.9,19.5067,10.992,AFR,CMR,27507.5018210296,19.878044,0.74701,3.419481,8.707734,12.799863
81,Cameroon,2015,0.170139594,0.627574691,0.131500107,2.903926885,0.582792254,3.750111973,1.027422608,74.98558,355,29.0,17.0898,9.179,AFR,CMR,32210.2330204569,23.01265,0.818456,3.81187,9.954414,14.541412
82,Canada,2003,0.314670008,0.716377061,0.458292999,4.993632737,2.318491843,4.04682458,1.565578765,99.0,77,9.1,10.8902,7.1,AMR,CAN,895540.646634787,31.619456,0.331619,1.709738,5.790583,10.101171
83,Chad,2000,0.163123223,0.625259244,0.102911392,2.8956757,0.432739841,3.992631538,0.923151187,25.65421,413,27.0,15.7134,18.088,AFR,TCD,1388.50677158756,8.259144,0.387534,1.701333,4.028499,5.553347
84,Chad,2004,0.164312825,0.625330622,0.10688067,2.892002186,0.434194573,4.007890148,0.929385842,28.38143,413,25.1,15.6533,16.982,AFR,TCD,4422.8556608259205,9.613509,0.43801,1.929986,4.672381,6.44504
85,Chad,2014,0.167246586,0.625542361,0.119501163,2.880277048,0.446536319,3.923064546,0.944296033,39.04967,374,24.6,14.5973,14.022,AFR,TCD,13940.7672185849,13.697128,0.597801,2.709609,6.619789,9.255713
86,Chad,2015,0.167499467,0.625866656,0.120668391,2.88184237,0.449877213,3.908366572,0.944221808,26.00299,367,25.7,13.9687,13.693,AFR,TCD,10950.3922569543,14.140277,0.612053,2.786446,6.837256,9.559299
87,Chad,2016,0.167757352,0.626272066,0.121372405,2.884070751,0.453680171,3.890874285,0.943932031,22.31155,360,27.4,13.6841,13.291,AFR,TCD,10097.7780981707,14.592587,0.621881,2.857482,7.054294,9.867538
88,Chile,2002,0.198606671,0.784939605,0.353414821,6.250227115,1.01316063,4.258412956,2.61088747,95.71662,133,16.0,9.68,5.035,AMR,CHL,70264.04595960249,15.693798,0.240355,1.237382,4.048102,6.668194
89,Chile,2008,0.199466094,0.787250955,0.375273629,6.269483768,1.148069772,4.080212077,2.508825999,98.64901,61,14.3,11.759,5.557,AMR,CHL,179894.59447598,16.661463,0.236982,1.157328,3.724223,6.537622
90,Chile,2009,0.199636158,0.787584559,0.38019858,6.271931559,1.164654094,4.038821312,2.473530227,98.55368,63,12.4,12.117,5.612,AMR,CHL,171777.900623177,16.83345,0.240778,1.167513,3.685087,6.518396
91,Chile,2011,0.199889513,0.788092908,0.389265427,6.274701443,1.191402513,4.01943489,2.450118701,96.70301,62,12.2,11.0036,5.805,AMR,CHL,251382.574083741,17.173568,0.241655,1.194928,3.625197,6.470806
92,Chile,2013,0.200286588,0.788786553,0.398023606,6.275240544,1.215019462,4.024264314,2.442651403,96.26706,62,12.4,9.15,6.037,AMR,CHL,277395.018674682,17.509926,0.238945,1.205527,3.584712,6.403022
93,Chile,2015,0.200818591,0.789643741,0.406375338,6.274265157,1.237329565,4.036575787,2.441463061,96.87413,60,12.3,9.17,6.121,AMR,CHL,242450.355827827,17.870122,0.236883,1.199831,3.569434,6.326647
94,Colombia,2004,0.200099813,0.754304761,0.220616736,2.721999398,1.016964665,2.425943943,1.602936922,92.80378,206,17.5,4.7,5.134,AMR,COL,117092.416666245,41.64827,0.818869,4.170274,12.786194,20.68772
95,Colombia,2005,0.200364302,0.755098469,0.221816693,2.724835986,1.033643817,2.429337565,1.602384299,92.84866,194,16.9,4.33,5.072,AMR,COL,145600.52962671,42.220944,0.806447,4.123338,12.73095,20.724726
96,Colombia,2006,0.200737408,0.756220102,0.223240125,2.707041863,1.049039235,2.410618824,1.61850358,92.29968,196,17.4,4.3,5.016,AMR,COL,161792.95888681,42.77291,0.792296,4.067769,12.649819,20.732316
97,Colombia,2007,0.201283342,0.757862381,0.225743601,2.660420465,1.067932737,2.365835086,1.653700916,92.65179,189,17.9,4.25,4.993,AMR,COL,206229.540893231,43.30659,0.778465,4.005364,12.545248,20.711454
98,Colombia,2008,0.201927647,0.759762957,0.228527704,2.603088979,1.086935116,2.308239063,1.695587778,93.37818,191,18.0,4.27,4.947,AMR,COL,242504.150472931,43.815316,0.76649,3.940127,12.423132,20.66454
99,Colombia,2009,0.202566556,0.761556097,0.23159105,2.553083659,1.101677733,2.256667058,1.731433471,93.24469,198,17.7,4.15,4.912,AMR,COL,232468.663073684,44.313916,0.75637,3.876934,12.291659,20.601236
100,Colombia,2010,0.203093584,0.76286416,0.23501377,2.528589289,1.110995206,2.228704886,1.748519557,93.37233,195,16.2,3.85,4.924,AMR,COL,286498.534094963,44.816104,0.748718,3.820304,12.159453,20.52897
101,Colombia,2011,0.203550509,0.763773617,0.237897483,2.523272232,1.110854445,2.219332568,1.751943691,93.58053,187,15.8,3.67,4.945,AMR,COL,334966.1348653,45.308896,0.742583,3.771726,12.025308,20.441608
102,Colombia,2014,0.205233678,0.766513663,0.248563588,2.513603035,1.105642599,2.198191798,1.759880574,94.18625,185,16.9,3.69,5.106,AMR,COL,381240.864422407,46.677944,0.728635,3.668317,11.615886,20.071252
103,Colombia,2015,0.205873756,0.76738253,0.252132836,2.512714438,1.09801052,2.194631643,1.760847455,94.24505,183,18.0,4.04,5.168,AMR,COL,293492.370228844,47.11973,0.724921,3.645046,11.484896,19.925412
104,Colombia,2016,0.206534699,0.768184173,0.256028316,2.513075358,1.087434206,2.194090937,1.760478012,94.65385,182,18.6,4.11,5.213,AMR,COL,282720.100286228,47.62596,0.723596,3.631357,11.372904,19.803668
105,Costa Rica,2000,0.20799898,0.827665189,0.245248779,2.866379523,0.718438845,2.816172885,1.424280817,94.86819,129,17.8,6.85,3.995,AMR,CRI,15013.6296586521,3.979189,0.078269,0.39669,1.228502,1.959941
106,Costa Rica,2011,0.211746131,0.84023432,0.271259722,2.919845246,0.758040029,2.885281651,1.448878245,97.40658,129,13.3,6.7,4.379,AMR,CRI,42762.6136999524,4.679927,0.073433,0.371155,1.134493,1.971805
107,Costa Rica,2015,0.213118059,0.842787775,0.283686716,2.932008829,0.771106644,2.899137512,1.46175394,97.64725,67,16.5,6.41,5.034,AMR,CRI,56441.9208210806,4.895241,0.071058,0.361427,1.105736,1.922674
108,Cuba,2002,0.200049755,0.939243092,0.216167676,4.606656143,0.756572688,3.667606086,1.645045772,99.79907,133,13.3,12.9078,7.436,AMR,CUB,33590.5,11.170054,0.138671,0.715973,2.297459,3.780018
109,Cuba,2012,0.203593506,0.942497239,0.252209861,4.620629449,0.764179875,3.340647146,1.721256207,99.67311,73,8.3,10.7399,8.571,AMR,CUB,73141.0,11.309292,0.12863499,0.627434,1.962168,3.528659
110,Cuba,2015,0.20419531,0.943017797,0.259616918,4.622527225,0.771342322,3.322598352,1.730818188,99.71072,70,9.0,10.3608,9.063,AMR,CUB,87132.8,11.339888,0.123097,0.628791,1.892921,3.367342
111,Cyprus,2001,0.252311162,0.939380649,0.467293022,5.280321396,0.577174842,3.32312596,1.064237264,96.80363,70,11.8,1.98,7.316,EUR,CYP,10397.8970856102,0.964838,0.012248,0.065096,0.209423,0.377219
112,Cyprus,2011,0.253749355,0.937379682,0.510990343,5.305934387,0.556325282,3.279797905,1.112423165,98.67843,58,7.8,3.7,6.354,EUR,CYP,27564.9319194782,1.14509,0.013036,0.063081,0.190298,0.380518
113,Cyprus,2015,0.253025789,0.937371369,0.510184662,5.305575188,0.568759308,3.302054274,1.113302825,99.05978,57,6.7,4.17,6.358,EUR,CYP,19842.4923665477,1.187286,0.013242,0.066548,0.19135,0.352229
114,Denmark,2003,0.235335221,1.007776702,0.520713117,5.313669885,0.851832502,3.407564186,1.747133137,99.0,74,8.3,10.3062,10.7,EUR,DNK,218096.033517009,5.396355,0.064541,0.330442,1.011398,1.60944
115,Djibouti,2003,0.171430388,0.650289372,0.122677407,3.501610689,0.509635975,3.592529177,1.587376825,67.9,325,27.8,12.0609,10.328,EMR,DJI,622.044665515049,0.806412,0.024669,0.115595,0.309282,0.471154
116,Ecuador,2001,0.196194753,0.868226842,0.307779319,4.239414908,0.622785135,2.919484142,1.862297172,90.98403,154,14.8,7.3,4.935,AMR,ECU,24468.324,12.845523,0.313552,1.554797,4.503301,7.029505
117,Ecuador,2007,0.19907094,0.877610296,0.323504118,4.285642135,0.659436197,2.959375727,1.817016355,92.09679,141,19.1,10.5366,4.817,AMR,ECU,51007.777,14.251838,0.316375,1.563889,4.62017,7.397933
118,Ecuador,2008,0.199501394,0.878212751,0.327216583,4.2884976,0.66104508,2.958660727,1.813414304,92.39005,181,19.9,10.8276,4.847,AMR,ECU,61762.635,14.4968,0.318389,1.569502,4.637245,7.450272
119,Ecuador,2009,0.199909613,0.878760042,0.330933681,4.291058562,0.662893403,2.95850497,1.809110917,92.24976,176,23.0,10.7553,4.856,AMR,ECU,62519.686,14.742768,0.320488,1.576991,4.654146,7.499709
120,Ecuador,2010,0.200232055,0.879216213,0.334334364,4.293170021,0.664980273,2.959062249,1.803275662,91.85404,173,24.5,10.1807,4.852,AMR,ECU,69555.367,14.989581,0.322539,1.586192,4.671029,7.546449
121,Ecuador,2011,0.200525618,0.879678386,0.337751428,4.295130635,0.666403958,2.96019672,1.795320358,91.5869,166,24.7,10.0113,4.826,AMR,ECU,79276.664,15.237734,0.324848,1.596701,4.688487,7.590998
